page,edit_id,timestamp,summary
page,edit_id,timestamp,summary
[[en:Walter Spencer Avis]],820508680,2018-01-15T02:09:42Z,/* Death */ formatted reference; removed original research
[[en:Walter Spencer Avis]],820508548,2018-01-15T02:08:55Z,copyedit
[[en:Corey Stewart (politician)]],820508336,2018-01-15T02:07:33Z,I believe this issue was settled months ago and hasn't resurfaced; if you disagree please discuss on talk page
[[en:Corey Stewart (politician)]],820508195,2018-01-15T02:06:42Z,WaPo can be considered national attention; agree with the spending section removal as that was sourced with entirely unreliable sources
[[en:Split screen (video production)]],820507787,2018-01-15T02:04:08Z,"completely unsourced and no indications of why these are notable at all, let alone notable enough to include in a section titled ""Notable uses"""
[[en:Talk:Richard B. Spencer]],820187895,2018-01-13T15:09:31Z,/* White Supremacist */
[[en:Operation Eagle Claw]],820187617,2018-01-13T15:07:13Z,"/* Commencement of the mission */ only source I could find did not specify whether it was the attitude indicator or altitude indicator, removed for accuracy"
[[en:Fire on the Track]],820033344,2018-01-12T18:07:58Z,refs
[[en:The Polka King]],820033143,2018-01-12T18:06:53Z,update
[[en:Bush Hockey League]],819814189,2018-01-11T11:50:57Z,/* Reception */ many /= 2
[[en:Old Time Hockey]],819814048,2018-01-11T11:49:39Z,video game of this name no longer exists
[[en:Old-time hockey]],819813990,2018-01-11T11:49:13Z,video game of this name no longer exists
[[en:Grzechotki]],819752279,2018-01-11T02:31:27Z,Undid revision 640830762 by [[Special:Contributions/80.136.74.137|80.136.74.137]] ([[User talk:80.136.74.137|talk]])
[[en:British Birds Rarities Committee]],819752207,2018-01-11T02:30:57Z,/* Problematic records */ removed opinion
[[en:Tower defense]],819752094,2018-01-11T02:30:10Z,cap.
[[en:Tower defense]],819752052,2018-01-11T02:29:51Z,american english
[[en:Tower defense]],819751970,2018-01-11T02:29:09Z,/* Precursors */ trimmed
[[en:Retta Scott]],819751745,2018-01-11T02:27:32Z,/* Later work */ copyedit
[[en:Retta Scott]],819751715,2018-01-11T02:27:18Z,/* Career at Disney */ copyedit
[[en:Wikipedia:Articles for deletion/Isaac Opus]],819751324,2018-01-11T02:24:30Z,D
"[[en:Cronulla, New South Wales]]",819751113,2018-01-11T02:22:54Z,/* Popular culture */ unsourced
"[[en:Cronulla, New South Wales]]",819751024,2018-01-11T02:22:16Z,Captain is good enough
