page,edit_id,timestamp,summary
[[en:Britney Spears]],796182023,2017-08-19T01:56:04Z,Reverted edits by [[Special:Contribs/FlightTime|FlightTime]] ([[User talk:FlightTime|talk]]) to last version by Hillbillyholiday
[[en:Shia LaBeouf]],796179107,2017-08-19T01:29:01Z,"Again, a reason was given, the controversies need a simple summary -- not this never-ending stream of ""look what he did next""."
[[en:Megan Fox]],796178964,2017-08-19T01:27:21Z,Just have a look at what you are adding here. It's utter guff.
[[en:Britney Spears]],796178781,2017-08-19T01:25:35Z,Reverted edits by [[Special:Contribs/Flyer22 Reborn|Flyer22 Reborn]] ([[User talk:Flyer22 Reborn|talk]]) to last version by Hillbillyholiday
[[en:Kanye West]],796178746,2017-08-19T01:25:08Z,"reasons were provided, you have given no rationale for restoration. This biography has got totally out of hand, but if you think valuable info has been lost then make a case on the talkpage"
[[en:Britney Spears]],796178487,2017-08-19T01:22:05Z,"Sorry, but you are restoring BLP violations, not to mention an out-of-control [[wp:quotefarm|quotefarm]] of epic proportions."
[[en:Talk:Jackie Shane]],796178265,2017-08-19T01:19:27Z,/* Recent edits */ my god
[[en:Nicola Sturgeon]],796175662,2017-08-19T00:50:32Z,/* Personal life */ borgen?
[[en:Nicola Sturgeon]],796175420,2017-08-19T00:48:13Z,better source
[[en:Talk:Jackie Shane]],796173131,2017-08-19T00:23:57Z,reply
[[en:Megan Fox]],796171960,2017-08-19T00:12:22Z,overlink
[[en:Megan Fox]],796171745,2017-08-19T00:10:27Z,trim
[[en:Megan Fox]],796171121,2017-08-19T00:04:30Z,/* Beliefs and issues */ inconsequential and longwinded
[[en:Shia LaBeouf]],796168981,2017-08-18T23:42:59Z,/* Arrests */ ce
[[en:Shia LaBeouf]],796168933,2017-08-18T23:42:25Z,/* Relationships */ trim
[[en:Shia LaBeouf]],796168738,2017-08-18T23:40:18Z,/* Personal life */ trim more
[[en:Shia LaBeouf]],796168017,2017-08-18T23:32:58Z,"/* Legal troubles and controversy */ big trim, one could summarize his various arrests and issues with alcohol a lot more succinctly than this"
[[en:Jackie Shane]],796166608,2017-08-18T23:16:27Z,/* Recording career */  better source
[[en:Talk:Jackie Shane]],796159142,2017-08-18T22:02:48Z,/* Recent edits */ you've lost me
